player_id,player_name,nationality,position,club,age,date_of_birth,foot,contract_expiration_date,contract_years_remaining,total_appearances,total_minutes_played,total_goals,total_assists,total_shots,total_shots_on_target,shot_accuracy,total_successful_dribbles,total_key_passes,avg_rating,career_span_years,total_yellow_cards,total_red_cards,games_per_season_avg,minutes_per_game_avg,passing_accuracy,total_tackles,total_interceptions,total_clearances,total_clean_sheets,total_saves,save_percentage,total_goals_conceded,total_injuries,total_days_out,avg_injury_duration,max_injury_duration,min_injury_duration,injury_types_list,most_recent_injury_date,days_since_last_injury,injury_frequency,had_knee_injury,had_hamstring_injury,had_acl_injury,had_surgery,injury_severity_score,games_missed_due_injury,currently_injured,sentiment_score,mentions_count,positive_ratio,negative_ratio,neutral_ratio,engagement_rate,fan_base_size,trending_score,controversy_flag,media_coverage_score,hashtag_mentions,retweet_avg,like_avg,market_value,peak_value,transfer_history_total,number_of_transfers,value_trend,goals_per_game,assists_per_game,goal_contribution,goal_contribution_per_game,minutes_per_goal,minutes_per_assist,discipline_score,experience_score,injury_risk_score,availability_score,recovery_rate,estimated_contract_value,is_at_peak,career_stage,value_appreciation_potential,sentiment_momentum,popularity_index,public_perception_score,controversy_impact,player_quality_score,market_attractiveness,value_for_money,age_group
PL0011,Harry Kane,England,ST,Bayern Munich,31,1995-04-25,Right,2029-02-15,3,262,37563,138,44,1017.0,493.0,41.97,306.0,427.0,8.05,10,57,4,26.2,143.4,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,5,570,114.0,163,43,"Shoulder Injury, Muscle Injury, Meniscus Tear, Achilles Injury",2024-09-24,510.0,0.5,0,0,0,1,1.56,138,0,0.365,22538,0.322,0.383,0.295,13.94,142398,19.1,0,5.88,5063,3731,14701,81.11,90.79,59.73,3,Declining,0.5267175572519084,0.16793893129770993,182,0.6946564885496184,270.23741007194246,834.7333333333333,0.3000000000000007,15.24,2.56,47.32824427480916,19.0,194.89573787916268,0,Experienced,0.0,0.06971500000000001,50.99803861847974,0.4248,0.0,45.56324885496184,100.0,55.490499153528006,30-33
PL0012,Jude Bellingham,England,CAM,Real Madrid,21,2005-02-13,Left,2027-02-16,1,219,42049,10,39,1014.0,449.0,45.260000000000005,313.0,350.0,7.58,3,71,1,73.0,192.0,81.92,657.0,738.0,1302.0,115.0,758.0,72.89,218.0,0,0,0.0,0,0,None,2023-03-10,571.0,0.0,0,0,0,0,0.0,0,0,0.231,55718,0.27,0.42,0.31,7.79,483781,26.4,1,1.39,6707,4212,10650,87.11,97.15,108.7,2,Rising,0.045662100456621,0.1780821917808219,49,0.2237442922374429,3822.6363636363635,1051.225,1.9000000000000004,7.38,0.0,100.0,0.0,69.77096012268879,0,Emerging,11.525657215015505,0.060984,19.664964346534582,0.3033,23.401559999999996,52.4026,75.69874651980187,59.47406650777437,18-21
PL0013,Bukayo Saka,England,RW,Arsenal,23,2003-06-20,Right,2029-02-15,3,227,34234,139,147,970.0,348.0,36.81,330.0,336.0,7.78,5,55,5,45.4,150.8,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,4,410,102.5,171,60,"Hip Injury, Knee Injury, Hamstring Injury, Ankle Injury",2024-11-01,472.0,0.4,1,1,0,0,1.12,95,0,0.493,20535,0.376,0.302,0.321,3.95,116560,86.1,0,6.8,6488,2347,13087,112.09,147.47,84.08,3,Rising,0.6123348017621145,0.6475770925110133,286,1.2599118942731278,244.52857142857144,231.3108108108108,-0.5,9.54,1.9200000000000002,58.14977973568282,20.5,269.33625026353525,0,Emerging,31.563921848514582,0.424473,19.337058381959643,0.5176,0.0,45.69315594713657,68.01216554650775,40.40424082335889,22-25
PL0014,Phil Foden,England,CAM,Manchester City,24,2002-12-15,Right,2031-02-15,5,433,30088,71,108,1014.0,449.0,45.260000000000005,458.0,623.0,6.71,6,41,6,72.2,69.5,90.32,541.0,738.0,1302.0,115.0,758.0,72.89,218.0,10,570,57.0,131,14,"Hip Injury, Back Injury, Knee Injury, Shoulder Injury, Fracture, ACL Injury, Calf Injury, Meniscus Tear",2026-01-14,33.0,1.0,1,0,1,1,1.56,86,0,0.298,40143,0.395,0.396,0.21,13.37,416479,52.8,0,6.35,2996,968,6316,91.0,107.04,163.31,4,Rising,0.16397228637413394,0.24942263279445728,179,0.4133949191685912,417.8888888888889,276.0366972477064,-0.09999999999999964,14.66,5.5600000000000005,80.13856812933025,5.181818181818182,364.43332402506485,0,Prime,17.626373626373635,0.15734399999999998,42.23406548147695,0.422,0.0,46.64371362586605,95.55295503514843,50.699688723767444,22-25
PL0015,Rodri,Spain,CDM,Manchester City,28,1998-07-03,Left,2031-02-15,5,394,34200,73,88,1014.0,449.0,45.260000000000005,402.0,746.0,7.08,10,63,8,39.4,86.8,86.92,435.0,738.0,1302.0,115.0,758.0,72.89,218.0,9,655,72.8,176,20,"Hip Injury, Concussion, Ligament Damage, ACL Injury, Calf Injury, Achilles Injury",2023-07-15,947.0,0.9,0,0,1,1,1.79,106,0,0.398,23871,0.285,0.336,0.379,7.87,121184,54.6,0,2.89,5184,3487,9726,61.76,82.45,30.11,1,Stable,0.18527918781725888,0.2233502538071066,161,0.4086294416243655,462.1621621621622,384.2696629213483,-4.300000000000001,17.88,5.59,73.09644670050761,7.279999999999999,247.33408892074732,1,Prime,0.0,0.21730800000000003,31.574626347397707,0.4064,0.0,47.32808934010153,79.84598419114732,75.411232218135,26-29
PL0016,Bruno Fernandes,Portugal,CAM,Manchester United,30,1996-11-20,Both,2029-02-15,3,475,41647,98,115,1014.0,449.0,45.260000000000005,509.0,424.0,6.5,10,12,5,47.5,87.7,81.13,570.0,738.0,1302.0,115.0,758.0,72.89,218.0,20,2146,107.3,171,19,"Hip Injury, Muscle Injury, Ankle Injury, Concussion, Hamstring Injury, Back Injury, Knee Injury, Shoulder Injury, Fracture, ACL Injury, Meniscus Tear, Achilles Injury",2023-12-20,789.0,2.0,1,1,1,1,5.88,406,0,0.078,2840,0.172,0.47,0.358,8.2,25257,27.6,1,4.87,9649,1053,2884,32.14,37.87,18.36,1,Stable,0.2063157894736842,0.24210526315789474,213,0.44842105263157894,420.67676767676767,359.0258620689655,3.8,19.5,10.0,14.526315789473685,5.109523809523809,77.22782659889397,0,Experienced,0.0,0.021528000000000002,5.0860425198339385,0.23750000000000002,1.3348,33.28026315789474,24.269195358698276,100.4232442905695,30-33
PL0017,Martin Ødegaard,Norway,CAM,Arsenal,26,2000-04-23,Right,2027-02-16,1,465,31729,27,34,1014.0,449.0,45.260000000000005,328.0,261.0,6.94,8,28,8,58.1,68.2,84.69,342.0,738.0,1302.0,115.0,758.0,72.89,218.0,14,1322,94.4,167,26,"Groin Strain, Hamstring Injury, Muscle Injury, Back Injury, Knee Injury, Fracture, ACL Injury, Ankle Injury",2023-10-19,851.0,1.4,1,1,1,1,3.62,200,0,0.205,5489,0.306,0.404,0.29,11.81,87304,81.6,1,4.65,5228,2926,18263,45.39,59.59,97.16,6,Stable,0.05806451612903226,0.07311827956989247,61,0.13118279569892474,1133.1785714285713,906.5428571428571,-0.8000000000000007,17.3,8.42,56.98924731182796,6.293333333333334,36.35522764285207,1,Prime,0.0,0.16727999999999998,20.84689537120988,0.3395,2.217556,43.2968494623656,56.07876778799761,93.33229028317655,26-29
PL0018,Declan Rice,England,CDM,Arsenal,25,2001-11-08,Right,2029-02-15,3,395,24146,36,48,1014.0,449.0,45.260000000000005,532.0,257.0,7.07,7,13,6,56.4,61.1,81.79,346.0,738.0,1302.0,115.0,758.0,72.89,218.0,12,962,80.2,168,16,"Hip Injury, Muscle Injury, Shoulder Injury, ACL Injury, Calf Injury, Ankle Injury",2025-07-07,224.0,1.2,0,0,1,1,2.64,200,0,0.383,12167,0.453,0.319,0.228,9.32,177424,4.2,0,8.46,2109,2621,17276,42.57,52.29,19.97,2,Rising,0.09113924050632911,0.12151898734177215,84,0.21265822784810126,652.5945945945946,492.7755102040816,2.7,14.9,7.04,49.36708860759494,6.1692307692307695,102.28962595877151,1,Prime,0.0,0.016086,33.577297568635764,0.5099,0.0,42.153217721518985,77.36255521371315,96.74826192682806,22-25
PL0019,Jamal Musiala,Germany,CAM,Bayern Munich,21,2005-04-28,Left,2027-02-16,1,370,17972,99,33,1014.0,449.0,45.260000000000005,187.0,795.0,6.55,3,56,2,123.3,48.6,86.2,361.0,738.0,1302.0,115.0,758.0,72.89,218.0,1,51,51.0,51,51,Ankle Injury,2025-05-01,291.0,0.1,0,0,0,0,0.14,10,0,0.178,6478,0.151,0.492,0.357,11.29,96668,0.1,1,8.33,8547,2620,10543,55.92,76.88,125.88,6,Rising,0.26756756756756755,0.0891891891891892,132,0.3567567567567568,179.72,528.5882352941177,2.4000000000000004,10.4,0.34,97.29729729729729,25.5,44.78925599886072,0,Emerging,37.48211731044348,0.000178,17.637071125310964,0.3014,3.187176,48.34225945945946,69.94673641769617,84.93018176292948,18-21
PL0020,Florian Wirtz,Germany,CAM,Bayer Leverkusen,21,2005-05-15,Right,2029-02-15,3,220,24229,19,21,1014.0,449.0,45.260000000000005,575.0,782.0,7.65,3,70,2,73.3,110.1,90.58,353.0,738.0,1302.0,115.0,758.0,72.89,218.0,6,530,88.3,149,53,"Hamstring Injury, Muscle Injury, Calf Injury, Ankle Injury, Achilles Injury",2025-04-27,295.0,0.6,0,1,0,0,1.45,82,0,0.512,36945,0.392,0.295,0.313,13.11,291693,51.9,0,1.95,610,611,6241,53.77,68.44,79.02,3,Rising,0.08636363636363636,0.09545454545454546,40,0.18181818181818182,1211.45,1101.3181818181818,1.0,7.4,2.65,62.72727272727273,12.614285714285714,129.20162527139166,0,Emerging,27.282871489678246,0.265728,70.59489692304109,0.48290000000000005,0.0,45.59125454545455,100.0,83.24129002273972,18-21
PL0021,Son Heung-min,South Korea,LW,Tottenham,32,1994-06-12,Both,2028-02-16,2,440,38190,106,85,1242.0,545.0,43.88,860.0,163.0,6.92,10,29,0,44.0,86.8,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,17,1557,91.6,180,7,"Hip Injury, Hamstring Injury, Muscle Injury, Back Injury, Shoulder Injury, Fracture, Calf Injury, Achilles Injury",2023-07-11,951.0,1.7,0,1,0,1,4.27,227,0,0.372,38225,0.279,0.395,0.325,13.85,511605,38.5,0,9.23,1584,4946,9873,18.67,22.71,40.55,4,Declining,0.2409090909090909,0.19318181818181818,191,0.4340909090909091,356.9158878504673,444.06976744186045,7.1,18.8,7.67,48.409090909090914,5.088888888888889,29.90756114087016,0,Experienced,0.0,0.14322,54.36225943204536,0.44580000000000003,0.0,42.01341818181818,100.0,213.59134815362572,30-33
PL0022,Rafael Leão,Portugal,LW,AC Milan,25,2001-05-23,Both,2027-02-16,1,186,35097,222,47,1430.0,364.0,35.22,633.0,615.0,7.4,7,43,8,26.6,188.7,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,14,1316,94.0,164,9,"Groin Strain, Hip Injury, Muscle Injury, Concussion, Ligament Damage, Shoulder Injury, ACL Injury, Ankle Injury",2023-10-22,848.0,1.4,0,0,1,1,3.61,247,0,0.393,26426,0.458,0.397,0.145,11.41,146472,35.6,0,2.09,1654,4908,7494,72.12,88.97,162.37,5,Rising,1.1935483870967742,0.25268817204301075,269,1.446236559139785,157.38565022421525,731.1875,-2.3000000000000007,10.72,8.41,0.0,6.266666666666667,57.76468423887402,1,Prime,0.0,0.13990800000000003,45.65804613649432,0.43609999999999993,0.0,32.6162,87.97516920474148,44.60640043763676,22-25
PL0023,Khvicha Kvaratskhelia,Georgia,LW,Napoli,23,2003-11-06,Both,2031-02-15,5,326,38544,88,79,721.0,478.0,54.46,734.0,536.0,8.16,5,26,3,65.2,118.2,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,6,576,96.0,134,50,"Hip Injury, Muscle Injury, Hamstring Injury, Shoulder Injury, Ankle Injury",2023-10-14,856.0,0.6,0,1,0,0,1.58,87,0,0.673,39000,0.559,0.239,0.202,12.33,483086,48.3,0,5.83,5198,1259,19777,94.95,126.11,224.4,5,Rising,0.26993865030674846,0.24233128834355827,167,0.5122699386503068,433.07865168539325,481.8,4.4,11.52,2.7800000000000002,73.31288343558282,13.714285714285714,380.25213314483415,0,Emerging,32.817272248551866,0.325059,87.72195203191151,0.6474000000000001,0.0,50.90137668711657,100.0,53.049897537380474,22-25
PL0024,Julián Álvarez,Argentina,ST,Atletico Madrid,24,2002-04-06,Left,2030-02-15,4,375,35584,44,53,1203.0,388.0,51.45,772.0,229.0,7.87,6,69,7,62.5,94.9,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,8,702,87.8,174,14,"Hip Injury, Muscle Injury, Shoulder Injury, ACL Injury, Calf Injury, Ankle Injury",2025-06-22,239.0,0.8,0,0,1,1,1.92,109,0,0.608,19616,0.615,0.324,0.061,13.79,378850,84.7,0,9.9,382,4067,3523,103.3,138.8,168.6,4,Rising,0.11733333333333333,0.14133333333333334,97,0.25866666666666666,790.7555555555556,658.9629629629629,-3.9000000000000004,13.5,5.52,70.93333333333334,9.755555555555555,330.95351535638855,0,Prime,34.36592449177155,0.514976,82.87189175584835,0.6618999999999999,0.0,49.69046666666667,100.0,47.641866410993934,22-25
PL0025,Victor Osimhen,Nigeria,ST,Napoli,26,2000-05-21,Right,2031-02-15,5,330,36687,194,76,1179.0,368.0,36.09,580.0,584.0,6.75,8,23,1,41.2,111.2,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,7,569,81.3,158,17,"Groin Strain, Concussion, Ligament Damage, Shoulder Injury, ACL Injury, Meniscus Tear",2024-10-04,500.0,0.7,0,0,1,1,1.56,110,0,0.228,6855,0.277,0.417,0.305,3.83,112669,27.9,1,4.18,2308,394,18633,79.44,93.58,132.69,5,Stable,0.5878787878787879,0.23030303030303031,270,0.8181818181818182,188.13846153846154,476.45454545454544,6.7,14.6,4.96,66.66666666666667,10.1625,318.1382775884742,1,Prime,0.0,0.063612,7.713223659892826,0.3327,2.858535,43.918733333333336,43.6092021565059,54.5981269683408,26-29
PL0026,Lautaro Martínez,Argentina,ST,Inter Milan,27,1999-11-11,Right,2027-02-16,1,209,27185,184,124,1087.0,228.0,39.79,366.0,259.0,6.52,9,11,4,23.2,130.1,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,12,1121,93.4,177,17,"Groin Strain, Hamstring Injury, Muscle Injury, Concussion, Back Injury, Shoulder Injury, Knee Injury, Calf Injury",2024-12-24,419.0,1.2,1,1,0,0,3.07,252,0,0.279,12114,0.205,0.509,0.285,4.77,219163,7.3,1,9.36,8226,3025,17309,58.45,77.35,32.09,1,Stable,0.8803827751196173,0.5933014354066986,308,1.4736842105263157,146.94594594594594,217.48,4.9,13.18,5.47,0.0,7.184615384615385,46.81566547091218,1,Prime,0.0,0.020367000000000003,12.51272933791893,0.3649,6.166026,29.4458,42.551994006878395,49.530361648444064,26-29
PL0027,Marcus Rashford,England,LW,Manchester United,27,1999-01-26,Left,2029-02-15,3,266,33377,81,106,466.0,446.0,40.38,783.0,195.0,7.41,9,71,0,29.6,125.5,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,3,382,127.3,174,64,"Meniscus Tear, Hamstring Injury, Achilles Injury",2025-11-19,89.0,0.3,0,1,0,1,1.05,71,0,0.375,19801,0.352,0.394,0.254,7.05,130552,69.1,0,9.07,3070,3445,4502,148.17,204.88,194.2,2,Stable,0.30451127819548873,0.39849624060150374,187,0.7030075187969925,407.0365853658537,311.93457943925233,2.9000000000000004,14.32,1.65,73.30827067669173,31.825,356.03133376347597,1,Prime,0.0,0.259125,26.156041673573007,0.4675,0.0,48.100654135338345,79.98438957802868,32.245528011891366,26-29
PL0028,Leroy Sané,Germany,RW,Bayern Munich,28,1998-05-03,Both,2028-02-16,2,194,25608,53,145,1032.0,208.0,54.61,489.0,557.0,7.3,10,50,6,19.4,132.0,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,11,681,61.9,171,23,"Hip Injury, Muscle Injury, Concussion, Back Injury, Knee Injury, ACL Injury, Calf Injury",2025-04-08,314.0,1.1,1,0,1,1,1.87,152,0,0.413,34709,0.301,0.352,0.347,14.96,366491,7.3,0,3.86,1628,1426,3809,117.17,148.74,109.44,3,Stable,0.27319587628865977,0.7474226804123711,198,1.0206185567010309,474.22222222222223,175.3972602739726,-1.0,13.879999999999999,6.07,21.64948453608247,5.158333333333333,187.69517615831583,1,Prime,0.0,0.030149,64.59466834240358,0.4237,0.0,37.15329690721649,100.0,31.440549130250055,26-29
PL0029,Rodrygo,Brazil,RW,Real Madrid,23,2003-12-11,Both,2028-02-16,2,352,19544,209,111,599.0,539.0,43.15,715.0,253.0,7.3,5,29,0,70.4,55.5,85.91,634.0,738.0,1302.0,115.0,758.0,72.89,218.0,10,958,95.8,156,9,"Hamstring Injury, Muscle Injury, Ankle Injury, Ligament Damage, Back Injury, Calf Injury, Meniscus Tear",2026-02-15,1.0,1.0,0,1,0,1,2.62,141,1,0.172,52328,0.249,0.495,0.256,13.69,785358,13.2,1,7.01,3868,1865,6611,93.12,116.8,5.58,1,Rising,0.59375,0.3153409090909091,320,0.9090909090909091,93.06666666666666,174.5,7.1,12.04,7.62,59.94318181818182,8.709090909090909,149.16936761852327,0,Emerging,25.429553264604802,0.022703999999999995,25.584318707794406,0.3146,25.90236,44.22583636363637,65.24939624350979,46.988776416953215,22-25
